date,delay,distance,origin,destination
02251943,14,405,MDW,MCI
02251945,-5,237,TUL,DAL
02251945,39,296,SJC,BUR
02251949,73,451,LAX,TUS
02251950,-10,437,MSY,DAL
02251950,5,777,MDW,BDL
02251951,43,1501,LAS,MSY
02251955,15,605,SEA,SMF
02251957,11,1489,MCI,OAK
02252000,128,337,OAK,LAX
02252002,20,108,ISP,PVD
02252005,-10,217,IAH,DAL
02252005,10,351,STL,TUL
02252008,41,358,BUR,SMF
02252010,121,451,TUS,LAX
02252015,-10,1069,SAT,LAS
02252015,55,588,BWI,BNA
02252018,93,358,SMF,BUR
02252020,-12,399,BOI,SEA
02252021,19,546,SLC,GEG
02252021,75,935,TUL,PHX
02252025,-13,842,TPA,BWI
02252025,45,296,LIT,DAL
02252030,-1,321,MSY,BHM
02252030,-3,239,HOU,DAL
02252030,13,328,BWI,PVD
02252030,32,256,LAS,PHX
02252035,10,359,HOU,JAN
02252035,7,220,BWI,ISP
02252040,0,616,MCO,BNA
02252042,93,337,LAX,OAK
02252045,3,281,BUF,BWI
02252045,78,758,LAS,AMA
02252048,20,507,PHX,SLC
02252050,-6,351,TUL,STL
02252054,25,304,PHX,SAN
02252054,68,697,SJC,SEA
02252056,50,342,SNA,SJC
02252058,14,108,PVD,ISP
02252100,20,395,BNA,MDW
02252100,89,223,BUR,LAS
02252105,-2,217,DAL,IAH
02252105,130,373,SMF,LAX
02252108,29,866,LAS,SEA
02252109,22,197,LAS,ONT
02252115,-4,296,DAL,LIT
02252115,58,283,BWI,BDL
02252118,3,318,FLL,JAX
02252120,-6,462,OKC,STL
02252121,29,229,MDW,DTW
02252124,3,229,IND,STL
02252129,10,487,TPA,MSY
02252130,-4,687,STL,HOU
02252130,38,756,BNA,AUS
02252130,57,663,BWI,JAX
02252135,-7,271,SDF,MDW
02252135,95,714,ELP,LAX
02252138,75,590,LAX,SLC
02252140,157,1814,IND,LAX
02252143,48,369,BUR,PHX
02252145,-2,229,STL,IND
02252146,74,417,SAN,SJC
02252150,175,314,BWI,CLE
02252153,30,319,DAL,MAF
02252155,5,550,MSY,MCO
02252200,45,187,HOU,CRP
02252205,-10,1235,HOU,LAS
02252210,-2,237,STL,MCI
02252210,13,189,AUS,DAL
02252215,132,308,LAX,SJC
02252217,24,621,SJC,PHX
02252220,18,254,SDF,STL
02252224,18,361,ONT,OAK
02252230,125,248,SAT,DAL
02252235,25,423,OMA,MDW
02252244,56,314,BWI,CLE
02252248,137,337,LAX,OAK
02252250,191,373,LAX,SMF
02252255,106,337,LAX,OAK
02252300,79,328,ABQ,PHX
02252305,64,308,SJC,LAX
02252315,110,407,OAK,LAS
02252318,208,370,LAX,PHX
02252337,122,389,SMF,ONT
02252340,103,328,PHX,ABQ
02252352,132,417,SJC,SAN
02260530,-2,325,ONT,PHX
02260600,-5,337,OAK,LAX
02260600,-8,303,MSY,HOU
02260610,2,453,TUL,HOU
02260615,-10,838,MHT,MDW
02260620,-10,651,SFO,PHX
02260620,-5,358,SMF,BUR
02260624,-9,386,LAS,SJC
02260625,-5,271,MDW,SDF
02260625,12,417,SJC,SAN
02260625,39,399,SEA,BOI
02260630,-10,281,BUF,BWI
02260630,-10,487,ABQ,LAS
02260630,-3,237,MCI,STL
02260630,-4,224,GEG,SEA
02260630,-7,670,BNA,HOU
02260630,-8,580,ABQ,DAL
02260630,0,223,LAS,BUR
02260630,0,345,RNO,LAS
02260630,10,308,LAX,SJC
02260630,2,288,ALB,BWI
02260630,4,495,BWI,SDF
02260630,5,437,DAL,MSY
02260637,0,189,AUS,DAL
02260640,-5,446,SAN,OAK
02260640,0,318,FLL,JAX
02260645,-16,605,SEA,SMF
02260645,-3,460,TPA,BHM
02260645,0,328,PHX,ABQ
02260650,-2,369,PHX,BUR
02260650,-5,181,OKC,DAL
02260655,-5,328,BWI,PVD
02260655,12,1591,IND,LAS
02260700,-17,358,BUR,SMF
02260700,-2,588,SLC,OAK
02260700,-5,423,OMA,MDW
02260700,-9,1090,AUS,LAS
02260700,0,347,PHX,ELP
02260700,0,361,OAK,ONT
02260700,3,325,OAK,BUR
02260700,5,370,LAX,PHX
02260705,-15,616,MCO,BNA
02260705,-4,443,RDU,BNA
02260705,0,677,LAX,ABQ
02260708,0,1140,LAS,MCI
02260710,-9,803,BNA,ISP
02260710,0,271,SDF,MDW
02260715,-16,515,IND,BWI
02260715,-5,756,AUS,BNA
02260715,11,967,BWI,MCI
02260720,-1,632,RDU,MDW
02260720,12,451,LAX,TUS
02260725,-15,866,LAS,SEA
02260725,0,1076,TUL,LAS
02260725,0,368,LAS,SLC
02260730,-23,647,PHX,SMF
02260730,-5,410,BHM,STL
02260730,18,308,SJC,LAX
02260734,45,2277,PVD,PHX
02260735,-4,229,MDW,DTW
02260735,-7,220,BWI,ISP
02260740,-3,718,MCI,ABQ
02260740,-4,248,SAT,DAL
02260744,0,395,BNA,MDW
02260745,-7,368,SLC,LAS
02260745,9,333,SJC,ONT
02260750,-10,1020,HOU,PHX
02260750,-6,254,STL,SDF
02260752,3,197,FLL,TPA
02260755,-5,192,HOU,SAT
02260755,-5,367,TUS,SAN
02260755,8,236,LAS,LAX
02260800,-12,989,MDW,MCO
02260800,-4,689,SEA,SLC
02260800,-5,389,ONT,SMF
02260800,-9,822,SAT,BNA
02260800,10,1069,LAS,SAT
02260805,-3,1814,LAX,IND
02260805,-4,174,TPA,PBI
02260805,6,358,SMF,BUR
02260809,24,283,BDL,BWI
02260810,0,328,ABQ,PHX
02260810,8,304,PHX,SAN
02260815,-3,307,CLE,MDW
02260815,0,405,MDW,MCI
02260815,3,677,LAX,ABQ
02260815,5,1588,BNA,LAS
02260820,-5,405,MCI,MDW
02260820,0,496,ELP,SAT
02260822,7,1407,BWI,SAT
02260825,-5,162,MDW,IND
02260825,1,989,MCO,MDW
02260829,2,550,MSY,MCO
02260830,-9,802,MCO,CMH
02260830,0,239,DAL,HOU
02260834,14,1234,PVD,MCI
02260835,-5,888,JAN,BWI
02260835,5,188,SJC,RNO
02260838,1,304,SAN,PHX
02260840,-5,303,HOU,MSY
02260840,30,872,PHX,AUS
02260845,-2,148,AUS,HOU
02260845,-3,737,STL,BWI
02260845,-9,925,FLL,BWI
02260846,0,480,SAN,SMF
02260850,-7,251,STL,MDW
02260850,1,447,SFO,SAN
02260855,-10,697,SJC,SEA
02260855,-6,187,CRP,HOU
02260900,-3,255,BWI,RDU
02260900,-4,246,MAF,ELP
02260900,-9,239,HOU,DAL
02260905,-2,256,PHX,LAS
02260905,0,192,HOU,SAT
02260905,11,487,TPA,MSY
02260910,-13,410,STL,BHM
02260910,-7,304,SAN,PHX
02260910,4,371,OAK,SNA
02260915,-10,1073,MCO,PVD
02260915,17,407,OAK,LAS
02260920,0,446,OAK,SAN
02260922,20,308,SJC,LAX
02260925,-2,453,HOU,TUL
02260930,-10,1977,BNA,SEA
02260930,-3,1137,PVD,TPA
02260930,0,239,HOU,DAL
02260930,0,515,BWI,IND
02260930,4,288,ALB,BWI
02260930,7,935,TUL,PHX
02260935,-25,2277,PHX,PVD
02260935,11,1044,MCI,PHX
02260940,-17,462,OKC,STL
02260940,3,632,RDU,MDW
02260943,-2,371,SNA,OAK
02260945,-5,303,HOU,MSY
02260945,0,328,PHX,ABQ
02260950,-15,723,GEG,OAK
02260950,0,1301,PHX,MSY
02260950,4,174,PBI,TPA
02260955,-5,601,PHX,RNO
02261000,-10,229,MDW,DTW
02261000,-5,369,PHX,BUR
02261000,-9,229,DTW,MDW
02261005,10,714,ELP,LAX
02261005,5,677,ABQ,LAX
02261010,-12,422,SLC,RNO
02261010,-4,192,HOU,SAT
02261010,0,237,MCI,STL
02261010,5,361,OAK,ONT
02261017,1,341,AUS,LBB
02261018,13,303,MSY,HOU
02261020,-5,359,JAN,HOU
02261020,49,1242,AUS,LAX
02261025,-23,1044,PHX,MCI
02261025,-8,288,ALB,BWI
02261025,7,389,SMF,ONT
02261030,-11,802,CMH,MCO
02261030,30,370,PHX,LAX
02261034,0,255,RDU,BWI
02261040,-16,1180,ABQ,SEA
02261040,-7,440,DTW,STL
02261040,60,304,SAN,PHX
02261042,37,1772,LAS,CMH
02261045,0,181,DAL,OKC
02261045,4,325,PHX,ONT
02261050,-12,919,SLC,MCI
02261050,0,333,SJC,ONT
02261055,14,328,ABQ,PHX
02261057,148,335,BOI,RNO
02261100,-6,284,CMH,MDW
02261100,22,373,LAX,SMF
02261105,-11,447,SAN,SFO
02261105,-7,1050,BDL,MCO
02261105,3,223,TUL,MCI
02261105,30,714,LAX,ELP
02261110,0,1073,PVD,MCO
02261110,3,487,CLE,STL
02261112,-15,1073,MCO,ALB
02261115,-15,448,CLE,BNA
02261115,80,223,BUR,LAS
02261120,-2,630,PDX,SLC
02261120,3,217,DAL,IAH
02261122,38,345,RNO,LAS
02261125,-10,405,MCI,MDW
02261125,7,307,MDW,CLE
02261130,-20,934,ABQ,STL
02261130,12,1295,LAS,LIT
02261130,3,440,STL,DTW
02261132,29,337,OAK,LAX
02261135,-5,410,CMH,STL
02261135,0,351,STL,TUL
02261140,-5,237,TUL,DAL
02261140,2,308,LAX,SJC
02261143,11,148,HOU,AUS
02261145,-20,325,BUR,OAK
02261145,4,319,MAF,DAL
02261150,-2,417,SJC,SAN
02261150,1,328,PVD,BWI
02261150,3,487,TPA,MSY
02261154,83,345,LAS,RNO
02261155,-7,296,LIT,STL
02261159,-12,1999,PHX,BWI
02261200,-2,162,IND,MDW
02261200,1,663,BWI,JAX
02261203,60,368,LAS,SLC
02261205,-7,393,HOU,LIT
02261205,114,291,BOI,SLC
02261210,-10,323,SDF,BHM
02261210,-3,377,BWI,MHT
02261210,10,833,OKC,PHX
02261210,32,647,PHX,SMF
02261210,9,1140,MCI,LAS
02261214,55,621,PHX,SJC
02261215,-5,478,MCO,BHM
02261215,-5,938,MHT,BNA
02261220,-1,296,SJC,BUR
02261220,-4,1142,MCO,MHT
02261220,12,174,PBI,TPA
02261220,9,1044,MCI,PHX
02261225,8,423,MDW,OMA
02261229,4,708,MSY,IND
02261230,0,347,ELP,PHX
02261230,14,2237,ALB,LAS
02261235,-4,321,BHM,MSY
02261235,-7,587,RDU,TPA
02261240,-10,395,MDW,BNA
02261240,-6,1072,MCI,MCO
02261240,10,611,BWI,MDW
02261240,5,480,SAN,SMF
02261245,-5,601,RNO,PHX
02261245,-7,223,MCI,TUL
02261249,139,1099,LAS,OMA
02261252,0,487,MSY,TPA
02261255,-3,271,MDW,SDF
02261255,63,390,LAX,RNO
02261300,0,361,OAK,ONT
02261300,60,337,OAK,LAX
02261305,12,276,HOU,HRL
02261305,50,337,LAX,OAK
02261311,55,345,LAS,RNO
02261315,-2,181,DAL,OKC
02261315,-8,224,GEG,SEA
02261315,23,453,TUL,HOU
02261317,28,872,PHX,AUS
02261320,-17,237,MCI,STL
02261322,110,368,SLC,LAS
02261324,44,248,DAL,SAT
02261325,14,304,SAN,PHX
02261325,47,621,SJC,PHX
02261329,62,370,PHX,LAX
02261330,-3,281,BWI,BUF
02261330,28,223,LAS,BUR
02261330,5,371,OAK,SNA
02261335,-14,562,ELP,DAL
02261335,-3,319,DAL,MAF
02261335,2,224,SEA,GEG
02261335,7,419,OKC,HOU
02261340,-8,544,LIT,MDW
02261340,18,611,BWI,MDW
02261345,-15,1037,PHX,OMA
02261345,4,276,HOU,HRL
02261350,-10,611,MDW,BWI
02261350,-2,296,DAL,LIT
02261355,-14,829,CMH,TPA
02261358,19,197,LAS,ONT
02261400,-5,192,HOU,SAT
02261400,20,293,DAL,LBB
02261400,9,453,TUL,HOU
02261405,-5,616,MCO,BNA
02261407,9,423,MDW,OMA
02261410,-10,1489,PHX,IND
02261410,2,1180,SEA,ABQ
02261410,80,1301,PHX,MSY
02261415,-10,229,DTW,MDW
02261415,-17,859,JAX,ISP
02261415,20,328,PHX,ABQ
02261420,-18,621,PHX,SJC
02261420,16,872,AUS,PHX
02261420,3,1448,BNA,PHX
02261425,-10,405,MCI,MDW
02261425,73,258,SAN,LAS
02261428,7,324,DAL,AMA
02261429,8,358,SMF,BUR
02261430,52,335,RNO,BOI
02261435,-13,671,SEA,OAK
02261436,-5,255,RDU,BWI
02261436,43,1489,OAK,MCI
02261440,0,479,PDX,SMF
02261440,53,562,DAL,ELP
02261443,65,197,ONT,LAS
02261444,43,337,OAK,LAX
02261445,0,417,SAN,SJC
02261447,50,390,RNO,LAX
02261450,14,646,PHX,OAK
02261450,55,248,SAT,DAL
02261455,-4,437,DAL,MSY
02261455,0,288,BWI,ALB
02261500,0,192,SAT,HOU
02261500,0,628,ABQ,SAN
02261500,8,197,FLL,TPA
02261502,17,325,BUR,OAK
02261505,-5,550,MSY,MCO
02261505,0,296,LIT,DAL
02261510,29,304,SAN,PHX
02261510,6,843,PHX,SAT
02261515,-6,248,SAT,DAL
02261515,0,480,SAN,SMF
02261516,54,258,LAS,SAN
02261520,-10,842,MDW,PVD
02261522,4,347,ELP,PHX
02261523,130,337,LAX,OAK
02261525,30,1521,MDW,LAS
02261530,-5,395,MDW,BNA
02261535,-10,314,BWI,CLE
02261535,-4,237,STL,MCI
02261535,52,370,PHX,LAX
02261539,60,370,LAX,PHX
02261542,15,239,HOU,DAL
02261542,50,337,OAK,LAX
02261545,0,303,HOU,MSY
02261545,17,224,SEA,GEG
02261546,40,303,HOU,MSY
02261550,-3,251,STL,MDW
02261550,75,677,LAX,ABQ
02261555,0,321,TUS,ABQ
02261600,-1,189,AUS,DAL
02261600,-2,248,SAT,DAL
02261600,2,239,HOU,DAL
02261600,8,229,MDW,DTW
02261605,-3,281,BWI,BUF
02261605,-8,570,BHM,HOU
02261605,3,765,ISP,MDW
02261605,66,714,ELP,LAX
02261610,0,318,JAX,FLL
02261610,12,446,OAK,SAN
02261614,107,236,LAS,LAX
02261615,-9,197,TPA,FLL
02261615,4,872,PHX,AUS
02261615,62,1588,LAS,BNA
02261620,-2,907,PVD,BNA
02261620,10,239,HOU,DAL
02261620,6,1020,HOU,PHX
02261624,14,148,HOU,AUS
02261625,0,803,ISP,BNA
02261625,2,630,PDX,SLC
02261630,-5,288,ALB,BWI
02261630,-8,838,TPA,IND
02261630,38,370,PHX,LAX
02261633,46,189,DAL,AUS
02261635,10,405,MCI,MDW
02261635,10,405,MDW,MCI
02261640,2,371,SNA,OAK
02261645,-5,181,OKC,DAL
02261648,14,756,AUS,BNA
02261650,-2,632,RDU,MDW
02261650,54,446,SAN,OAK
02261655,-17,651,PHX,SFO
02261655,80,337,LAX,OAK
02261657,90,258,LAS,SAN
02261700,-5,689,SLC,SEA
02261700,10,239,HOU,DAL
02261700,77,1363,LAX,MCI
02261701,15,325,BUR,OAK
02261705,-5,108,ISP,PVD
02261705,2,148,HOU,AUS
02261710,-13,284,MDW,CMH
02261710,-6,162,IND,MDW
02261710,51,304,PHX,SAN
02261715,-1,1588,BNA,LAS
02261715,2,670,BNA,HOU
02261717,4,224,GEG,SEA
02261720,-2,515,BWI,IND
02261720,0,328,BWI,PVD
02261720,57,1210,LAX,SAT
02261724,17,543,PDX,OAK
02261725,0,471,BNA,MSY
02261725,26,308,SJC,LAX
02261730,27,248,DAL,SAT
02261730,36,370,LAX,PHX
02261733,9,319,MAF,DAL
02261735,-11,842,BWI,TPA
02261735,2,318,FLL,JAX
02261735,23,239,HOU,DAL
02261740,-20,1034,TPA,ISP
02261740,-6,281,BUF,BWI
02261740,20,671,OAK,SEA
02261740,9,1262,PHX,STL
02261745,-13,787,MCO,BWI
02261745,164,337,LAX,OAK
02261747,56,446,OAK,SAN
02261750,-1,237,STL,MCI
02261750,23,928,AUS,TPA
02261753,19,697,SEA,SJC
02261755,-1,189,DAL,AUS
02261755,0,1136,LIT,PHX
02261757,58,368,LAS,SLC
02261800,0,229,MDW,DTW
02261800,77,550,MCO,MSY
02261802,31,368,SLC,LAS
02261805,7,321,ABQ,TUS
02261807,30,283,BDL,BWI
02261810,-5,1162,AUS,RDU
02261810,0,714,LAX,ELP
02261815,-8,192,SAT,HOU
02261817,25,1076,LAS,TUL
02261820,10,446,SAN,OAK
02261820,14,367,SAN,TUS
02261822,2,251,STL,MDW
02261825,-15,254,SDF,STL
02261825,13,325,OAK,BUR
02261825,40,223,BUR,LAS
02261828,6,437,MSY,DAL
02261830,-2,972,SAT,TPA
02261830,0,843,SAT,PHX
02261830,2,670,BNA,HOU
02261830,70,256,LAS,PHX
02261833,-5,570,BHM,MDW
02261835,-9,174,TPA,PBI
02261835,92,417,SAN,SJC
02261840,105,258,SAN,LAS
02261843,35,197,LAS,ONT
02261845,45,347,PHX,ELP
02261845,8,440,DTW,STL
02261850,-5,248,DAL,SAT
02261850,13,308,LAX,SJC
02261850,63,236,LAX,LAS
02261852,27,451,LAX,TUS
02261855,-3,443,BNA,RDU
02261855,-9,405,MCI,MDW
02261856,60,370,PHX,LAX
02261857,18,229,STL,IND
02261900,0,239,DAL,HOU
02261900,20,377,MHT,BWI
02261901,12,223,ABQ,ELP
02261904,23,888,JAN,BWI
02261905,0,342,SJC,SNA
02261905,8,304,SAN,PHX
02261910,-4,283,BWI,BDL
02261910,22,335,BOI,RNO
02261915,-5,178,FLL,MCO
02261915,33,1262,STL,PHX
02261920,-4,181,OKC,DAL
02261920,0,417,SAN,SJC
02261920,66,256,PHX,LAS
02261925,44,256,PHX,LAS
02261930,-4,395,BNA,MDW
02261930,-5,328,PVD,BWI
02261931,125,345,LAS,RNO
02261934,0,304,SAN,PHX
02261935,10,180,OAK,RNO
02261937,10,389,SMF,ONT
02261940,-4,284,CMH,MDW
02261940,54,1591,LAS,IND
02261945,-5,487,CLE,STL
02261945,-6,993,AUS,MCO
02261945,6,351,STL,TUL
02261947,25,256,LAS,PHX
02261950,0,407,OAK,LAS
02261950,31,296,BUR,SJC
02261950,80,448,BNA,CLE
02261955,10,277,AMA,ABQ
02261958,5,1489,MCI,OAK
02261959,12,333,SJC,ONT
02262000,15,239,DAL,HOU
02262002,23,446,OAK,SAN
02262005,12,1236,MCI,MHT
02262005,3,822,BNA,SAT
02262010,-2,229,DTW,MDW
02262010,18,487,ABQ,LAS
02262012,4,258,LAS,SAN
02262013,43,337,OAK,LAX
02262015,-7,507,PHX,SLC
02262017,52,496,SAT,ELP
02262020,-7,880,STL,MCO
02262020,0,718,SDF,MCO
02262020,8,1044,MCI,PHX
02262025,-2,842,TPA,BWI
02262025,63,444,PDX,RNO
02262025,77,347,ELP,PHX
02262030,-2,337,LAX,OAK
02262030,-9,616,MCO,BNA
02262030,30,588,BWI,BNA
02262035,-12,296,BUR,SJC
02262035,10,453,HOU,TUL
02262035,59,697,SJC,SEA
02262040,-5,108,PVD,ISP
02262040,12,550,MCO,MSY
02262045,-10,256,LAS,PHX
02262045,15,866,LAS,SEA
02262047,12,303,HOU,MSY
02262050,-11,462,STL,OKC
02262050,28,370,PHX,LAX
02262052,47,714,ELP,LAX
02262055,0,386,LAS,SJC
02262055,0,605,SMF,SEA
02262100,-3,239,HOU,DAL
02262100,1,239,DAL,HOU
02262100,93,758,LAS,AMA
02262102,14,189,AUS,DAL
02262105,-8,389,ONT,SMF
02262107,53,368,LAS,SLC
02262112,10,197,LAS,ONT
02262113,90,236,LAS,LAX
02262115,3,255,BWI,RDU
02262118,0,229,IND,STL
02262120,-7,178,MCO,FLL
02262120,18,399,SEA,BOI
02262123,20,1262,PHX,STL
02262125,-5,437,DAL,MSY
02262130,-7,256,LAS,PHX
02262130,-7,447,SAN,SFO
02262131,44,588,OAK,SLC
02262135,-6,369,PHX,BUR
02262138,7,308,LAX,SJC
02262140,-5,328,ABQ,PHX
02262143,18,651,SFO,PHX
02262145,0,417,SJC,SAN
02262147,32,287,BOI,GEG
02262148,58,345,RNO,LAS
02262152,38,319,DAL,MAF
02262200,-22,407,LAS,OAK
02262201,14,325,BUR,OAK
02262205,0,550,MSY,MCO
02262210,3,361,ONT,OAK
02262213,-4,389,ONT,SMF
02262222,36,370,LAX,PHX
02262223,26,256,LAS,PHX
02262235,23,325,PHX,ONT
02262240,0,389,SMF,ONT
02262245,20,370,PHX,LAX
02262250,75,337,LAX,OAK
02262305,-8,256,LAS,PHX
02262333,102,220,BWI,ISP
02270530,0,370,LAX,PHX
02270540,-7,389,ONT,SMF
02270600,6,405,MDW,MCI
02270610,-8,276,HRL,HOU
02270615,-4,446,OAK,SAN
02270615,-5,373,LAX,SMF
02270620,-12,651,SFO,PHX
02270620,0,291,BOI,SLC
02270625,-5,220,ISP,BWI
02270625,-5,447,SAN,SFO
02270625,20,313,MCI,OKC
02270630,-1,337,LAX,OAK
02270630,-17,399,BOI,SEA
02270630,-2,359,JAN,HOU
02270630,-5,303,MSY,HOU
02270630,-5,670,BNA,HOU
02270630,0,148,AUS,HOU
02270630,0,223,LAS,BUR
02270630,0,682,BWI,BHM
02270630,2,192,HOU,SAT
02270630,3,324,AMA,DAL
02270630,3,588,BWI,BNA
02270630,7,237,STL,MCI
02270635,-4,256,PHX,LAS
02270640,-5,496,SAT,ELP
02270640,-5,670,HOU,BNA
02270640,5,507,SLC,PHX
02270645,-25,605,SEA,SMF
02270645,-7,460,TPA,BHM
02270645,11,777,BDL,MDW
02270650,-15,229,MDW,DTW
02270650,0,938,MHT,BNA
02270655,12,1481,PDX,MCI
02270655,12,342,SJC,SNA
02270700,-10,296,BUR,SJC
02270700,-2,239,HOU,DAL
02270700,-5,258,LAS,SAN
02270700,-6,303,MSY,HOU
02270700,-9,345,LAS,RNO
02270700,0,370,PHX,LAX
02270700,4,347,PHX,ELP
02270700,5,248,DAL,SAT
02270705,-3,443,RDU,BNA
02270705,-8,616,MCO,BNA
02270705,7,296,LIT,DAL
02270710,-1,1235,LAS,HOU
02270710,0,395,MDW,BNA
02270710,3,271,SDF,MDW
02270715,-2,284,CMH,MDW
02270715,-5,377,MHT,BWI
02270720,-10,108,ISP,PVD
02270720,43,2277,PVD,PHX
02270725,-2,1076,TUL,LAS
02270725,-7,281,BUF,BWI
02270725,0,308,LAX,SJC
02270725,7,304,SAN,PHX
02270730,-5,288,ALB,BWI
02270730,-5,787,BWI,MCO
02270735,-1,177,BNA,BHM
02270735,-14,1011,BUF,MCO
02270735,10,308,SJC,LAX
02270735,8,1073,PVD,MCO
02270740,0,347,ELP,PHX
02270742,19,842,TPA,BWI
02270745,-8,197,FLL,TPA
02270745,10,405,MDW,MCI
02270746,-5,371,SNA,OAK
02270750,-2,254,STL,SDF
02270750,6,344,PDX,BOI
02270753,27,373,LAX,SMF
02270755,-3,192,HOU,SAT
02270755,0,328,BWI,PVD
02270757,10,1363,LAX,MCI
02270759,8,325,ONT,PHX
02270800,-4,689,SEA,SLC
02270800,-8,337,LAX,OAK
02270800,0,303,MSY,HOU
02270800,0,822,SAT,BNA
02270800,5,1140,MCI,LAS
02270800,9,251,MDW,STL
02270805,0,258,SAN,LAS
02270805,10,237,STL,MCI
02270810,-10,1037,PHX,OMA
02270810,2,389,SMF,ONT
02270812,7,422,RNO,SLC
02270815,-22,1999,PHX,BWI
02270815,-8,1751,SAN,BNA
02270815,5,1588,BNA,LAS
02270820,-3,496,ELP,SAT
02270820,-4,550,MCO,MSY
02270820,13,1044,MCI,PHX
02270822,11,197,ONT,LAS
02270825,-3,162,MDW,IND
02270825,-9,335,BOI,RNO
02270830,-5,417,SJC,SAN
02270830,22,1234,PVD,MCI
02270834,15,687,STL,HOU
02270835,-3,325,PHX,ONT
02270837,9,446,SAN,OAK
02270840,-5,224,GEG,SEA
02270840,21,1236,MHT,MCI
02270841,10,361,OAK,ONT
02270845,-3,142,MCO,PBI
02270845,-7,925,FLL,BWI
02270845,4,1235,HOU,LAS
02270845,5,588,OAK,SLC
02270850,2,765,MDW,ISP
02270853,39,1444,MDW,PHX
02270855,-2,937,MDW,HOU
02270855,0,480,SMF,SAN
02270900,-3,1034,ISP,TPA
02270900,-5,361,OAK,ONT
02270900,0,487,TPA,MSY
02270900,3,1090,LAS,AUS
02270905,23,318,JAX,FLL
02270905,6,233,SAT,HRL
02270910,-2,304,PHX,SAN
02270910,-5,570,BHM,HOU
02270910,18,410,STL,BHM
02270915,-17,1242,AUS,LAX
02270915,5,296,DAL,LIT
02270915,5,304,SAN,PHX
02270920,15,296,LIT,DAL
02270925,-1,632,MDW,RDU
02270925,0,358,SMF,BUR
02270925,4,515,BWI,IND
02270930,-11,513,JAX,MSY
02270930,-5,283,BDL,BWI
02270930,22,670,HOU,BNA
02270930,4,189,DAL,AUS
02270935,-7,325,BUR,OAK
02270935,14,437,DAL,MSY
02270940,-10,520,LAS,BOI
02270940,-4,325,OAK,BUR
02270940,9,632,RDU,MDW
02270945,-15,180,RNO,OAK
02270950,-1,296,SJC,BUR
02270950,-19,723,GEG,OAK
02270950,0,293,DAL,LBB
02270950,6,325,ONT,PHX
02270955,-8,446,SAN,OAK
02270958,27,1137,PVD,TPA
02271000,-4,229,MDW,DTW
02271000,0,397,LAS,SMF
02271003,13,303,HOU,MSY
02271003,5,663,BWI,JAX
02271005,10,293,LBB,DAL
02271010,-15,422,SLC,RNO
02271010,-7,495,SDF,BWI
02271010,0,528,AUS,ELP
02271010,4,419,OKC,HOU
02271013,-3,1618,LAS,BHM
02271015,37,1262,STL,PHX
02271015,4,321,MSY,BHM
02271020,13,192,SAT,HOU
02271022,14,251,MDW,STL
02271025,-5,889,OAK,ABQ
02271025,0,258,LAS,SAN
02271028,30,677,ABQ,LAX
02271030,-15,370,PHX,LAX
02271031,17,308,LAX,SJC
02271033,-3,1044,PHX,MCI
02271035,2,543,OAK,PDX
02271040,-10,1180,ABQ,SEA
02271040,0,446,OAK,SAN
02271040,16,447,SFO,SAN
02271045,-15,787,BWI,MCO
02271045,-5,223,LAS,BUR
02271045,5,453,TUL,HOU
02271047,-22,1262,PHX,STL
02271050,2,328,ABQ,PHX
02271051,-4,304,PHX,SAN
02271055,-7,303,HOU,MSY
02271055,31,337,OAK,LAX
02271100,-7,368,LAS,SLC
02271100,3,636,ELP,SAN
02271105,-4,369,BUR,PHX
02271105,-5,223,TUL,MCI
02271105,7,612,TPA,BNA
02271110,-2,341,LBB,AUS
02271110,12,251,MDW,STL
02271110,3,671,OAK,SEA
02271115,-13,601,PHX,RNO
02271115,-7,677,HOU,ELP
02271120,-5,457,DTW,BNA
02271120,-8,368,LAS,SLC
02271123,33,451,LAX,TUS
02271125,-4,303,HOU,MSY
02271126,23,189,DAL,AUS
02271128,0,487,MSY,TPA
02271130,-15,440,STL,DTW
02271130,5,239,DAL,HOU
02271135,-6,283,BWI,BDL
02271135,10,410,CMH,STL
02271137,20,370,LAX,PHX
02271140,0,687,STL,HOU
02271140,38,332,MAF,ABQ
02271145,-10,325,BUR,OAK
02271145,-8,843,PHX,SAT
02271145,3,319,MAF,DAL
02271150,-5,189,AUS,DAL
02271150,-7,677,LAX,ABQ
02271150,12,328,PVD,BWI
02271153,25,1333,MCI,SAN
02271155,-7,605,SMF,SEA
02271155,0,370,PHX,LAX
02271200,-3,325,ONT,PHX
02271200,13,239,DAL,HOU
02271205,-10,325,BUR,OAK
02271205,-2,276,HRL,HOU
02271205,10,588,BWI,BNA
02271210,-10,611,MDW,BWI
02271210,-5,377,BWI,MHT
02271210,0,689,SEA,SLC
02271212,25,670,HOU,BNA
02271215,-3,328,BWI,PVD
02271215,0,718,ABQ,MCI
02271215,11,258,SAN,LAS
02271219,32,237,STL,MCI
02271220,-2,496,ELP,SAT
02271220,-6,708,MSY,IND
02271220,12,405,MCI,MDW
02271222,10,256,LAS,PHX
02271225,17,373,SMF,LAX
02271228,15,273,AUS,HRL
02271230,-6,342,SJC,SNA
02271230,24,347,ELP,PHX
02271230,9,251,MDW,STL
02271235,-5,570,HOU,BHM
02271235,10,1797,BNA,LAX
02271235,4,480,SAN,SMF
